date_production,site,ligne_production,type_piece,ordre_fabrication,quantite_produite,quantite_conforme,quantite_non_conforme,temps_cycle_min,delai_prevu_jours,delai_reel_jours,statut_livraison,type_anomalie,gravite_anomalie,cout_non_qualite,operateur_equipe,shift,taux_disponibilite_machine,temperature_machine,vibration_machine
2025-06-18,Casablanca,Ligne A320,Cadre structure,OF-2025-009137,42,39,3,42.61,4,4,À l'heure,Défaut dimensionnel,Majeure,913.28,Équipe Alpha,Nuit,0.9499,63.48,2.18
2025-06-18,Rochefort,Ligne Composite,Sous-ensemble composite,OF-2024-000564,57,55,2,75.22,11,12,En retard,Défaut dimensionnel,Majeure,1248.24,Équipe Bravo,Matin,0.995,62.84,3.27
2025-06-18,Casablanca,Ligne A350,Plancher cabine,OF-2025-000319,68,64,4,55.57,3,3,À l'heure,Non-conformité matière,Majeure,1993.07,Équipe Alpha,Nuit,0.926,60.23,2.89
2025-06-18,Casablanca,Ligne A330,Cadre structure,OF-2025-010865,50,48,2,51.49,9,9,À l'heure,Non-conformité matière,Mineure,858.27,Équipe Bravo,Nuit,0.9296,66.25,2.23
2025-06-18,Rochefort,Ligne A350,Plancher cabine,OF-2025-003135,57,56,1,45.37,7,7,À l'heure,Écart documentaire,Majeure,679.54,Équipe Alpha,Après-midi,0.8854,74.9,1.73
2025-06-18,Casablanca,Ligne A350,Panneau fuselage,OF-2024-003070,72,67,5,46.44,9,11,En retard,Non-conformité matière,Mineure,1673.98,Équipe Alpha,Après-midi,0.9157,69.85,2.65
2025-06-18,Montoir-de-Bretagne,Ligne A350,Porte avion,OF-2025-009749,46,45,1,57.61,11,14,En retard,Défaut assemblage,Mineure,594.33,Équipe Delta,Nuit,0.9452,75.03,3.2
2025-06-18,Montoir-de-Bretagne,Ligne A330,Panneau fuselage,OF-2025-005927,61,56,5,63.93,4,4,À l'heure,Écart documentaire,Majeure,2100.76,Équipe Alpha,Matin,0.8998,65.95,2.04
2025-06-18,Casablanca,Ligne A330,Panneau fuselage,OF-2024-000356,79,77,2,64.91,10,9,À l'heure,Retouche peinture,Mineure,795.96,Équipe Delta,Matin,0.9107,65.57,2.47
2025-06-18,Rochefort,Ligne A350,Porte avion,OF-2025-002181,63,57,6,75.49,5,4,À l'heure,Défaut assemblage,Majeure,1718.24,Équipe Alpha,Après-midi,0.9465,64.83,1.77
2025-06-18,Casablanca,Ligne Composite,Porte avion,OF-2024-000734,54,48,6,66.0,11,11,À l'heure,Contrôle qualité bloquant,Majeure,2150.52,Équipe Delta,Après-midi,0.9889,68.71,2.33
2025-06-18,Montoir-de-Bretagne,Ligne A350,Porte avion,OF-2025-009371,79,75,4,66.18,4,9,En retard,Retouche peinture,Majeure,1323.23,Équipe Alpha,Après-midi,0.946,61.42,2.73
2025-06-18,Casablanca,Ligne A320,Porte avion,OF-2024-008142,67,61,6,59.73,10,9,À l'heure,Panne machine,Majeure,2216.14,Équipe Alpha,Matin,0.8225,66.07,4.4
2025-06-18,Casablanca,Ligne Composite,Panneau fuselage,OF-2024-003532,82,81,1,71.7,9,9,À l'heure,Non-conformité matière,Mineure,401.51,Équipe Bravo,Matin,0.927,73.63,1.54
2025-06-18,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-006749,80,75,5,63.29,4,4,À l'heure,Non-conformité matière,Majeure,1717.24,Équipe Delta,Après-midi,0.9575,63.31,2.3
2025-06-18,Rochefort,Ligne Assemblage Cabine,Plancher cabine,OF-2025-009693,77,74,3,46.0,7,7,À l'heure,Défaut dimensionnel,Mineure,1109.86,Équipe Bravo,Matin,0.8388,73.96,2.17
2025-06-18,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-002519,54,53,1,67.53,4,4,À l'heure,Non-conformité matière,Mineure,486.14,Équipe Alpha,Nuit,0.9546,67.65,1.72
2025-06-19,Rochefort,Ligne A320,Panneau fuselage,OF-2024-007856,49,44,5,55.67,11,14,En retard,Défaut assemblage,Majeure,2158.62,Équipe Charlie,Matin,0.9503,65.39,2.61
2025-06-19,Rochefort,Ligne Composite,Cadre structure,OF-2024-009740,66,63,3,57.69,6,6,À l'heure,Non-conformité matière,Mineure,1081.92,Équipe Bravo,Après-midi,0.8328,81.66,2.8
2025-06-19,Rochefort,Ligne A350,Sous-ensemble composite,OF-2025-006123,75,68,7,66.51,4,4,À l'heure,Écart documentaire,Critique,3130.24,Équipe Delta,Après-midi,0.8569,76.83,2.16
2025-06-19,Rochefort,Ligne A330,Sous-ensemble composite,OF-2025-005615,66,62,4,62.73,7,8,En retard,Retouche peinture,Mineure,1524.28,Équipe Charlie,Nuit,0.9707,62.7,1.45
2025-06-19,Rochefort,Ligne A320,Plancher cabine,OF-2025-007357,58,55,3,43.42,4,4,À l'heure,Retouche peinture,Critique,1802.24,Équipe Bravo,Après-midi,0.9356,60.92,2.75
2025-06-19,Casablanca,Ligne A350,Cadre structure,OF-2025-000701,58,55,3,41.55,3,3,À l'heure,Contrôle qualité bloquant,Majeure,1580.76,Équipe Bravo,Après-midi,0.9057,78.74,2.5
2025-06-19,Casablanca,Ligne A320,Plancher cabine,OF-2024-006676,74,72,2,39.13,11,11,À l'heure,Défaut assemblage,Mineure,760.51,Équipe Alpha,Matin,0.9604,72.7,2.96
2025-06-19,Casablanca,Ligne A350,Plancher cabine,OF-2024-009404,75,75,0,67.47,9,8,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.9486,72.29,2.35
2025-06-19,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2025-006503,60,57,3,45.43,3,5,En retard,Panne machine,Critique,1607.78,Équipe Alpha,Matin,0.8465,60.95,3.68
2025-06-19,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-003997,66,64,2,70.17,11,11,À l'heure,Défaut assemblage,Mineure,515.7,Équipe Delta,Nuit,0.8933,68.59,2.38
2025-06-19,Casablanca,Ligne A330,Porte avion,OF-2024-004266,68,63,5,52.13,5,4,À l'heure,Retouche peinture,Critique,2985.91,Équipe Charlie,Après-midi,0.9485,69.87,1.64
2025-06-19,Casablanca,Ligne A350,Plancher cabine,OF-2025-003329,56,50,6,43.67,5,4,À l'heure,Défaut dimensionnel,Majeure,2391.3,Équipe Bravo,Matin,0.848,77.3,2.98
2025-06-19,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-006193,84,75,9,46.29,11,11,À l'heure,Défaut dimensionnel,Mineure,4316.89,Équipe Bravo,Matin,0.9075,54.86,2.49
2025-06-19,Rochefort,Ligne A350,Plancher cabine,OF-2024-001662,54,53,1,39.5,2,2,À l'heure,Écart documentaire,Majeure,1064.56,Équipe Delta,Matin,0.8552,76.67,3.0
2025-06-19,Rochefort,Ligne A350,Cadre structure,OF-2024-008986,70,67,3,66.98,2,2,À l'heure,Non-conformité matière,Critique,1969.2,Équipe Alpha,Après-midi,0.9245,66.71,2.38
2025-06-19,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-009004,76,70,6,36.58,3,3,À l'heure,Contrôle qualité bloquant,Majeure,2181.03,Équipe Alpha,Matin,0.8946,74.86,1.79
2025-06-19,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2025-011287,77,72,5,53.71,6,6,À l'heure,Retouche peinture,Mineure,1854.5,Équipe Charlie,Matin,0.9392,63.49,1.55
2025-06-20,Casablanca,Ligne Composite,Cadre structure,OF-2024-004486,55,52,3,43.63,2,2,À l'heure,Défaut assemblage,Majeure,1338.71,Équipe Charlie,Matin,0.9003,66.98,1.47
2025-06-20,Casablanca,Ligne A350,Cadre structure,OF-2025-007727,67,64,3,56.73,4,9,En retard,Défaut assemblage,Critique,1882.05,Équipe Bravo,Nuit,0.9407,64.15,3.22
2025-06-20,Casablanca,Ligne A350,Panneau fuselage,OF-2025-004807,57,52,5,61.92,6,11,En retard,Contrôle qualité bloquant,Majeure,1945.21,Équipe Bravo,Nuit,0.9136,78.41,2.67
2025-06-20,Casablanca,Ligne A330,Panneau fuselage,OF-2024-005370,55,55,0,58.66,3,2,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.995,54.56,3.27
2025-06-20,Rochefort,Ligne A330,Cadre structure,OF-2025-010577,63,57,6,58.17,8,8,À l'heure,Non-conformité matière,Mineure,1503.09,Équipe Delta,Nuit,0.8886,72.64,2.12
2025-06-20,Casablanca,Ligne A320,Panneau fuselage,OF-2025-005663,56,53,3,53.7,6,6,À l'heure,Retouche peinture,Mineure,1249.17,Équipe Delta,Matin,0.9263,62.72,3.43
2025-06-20,Montoir-de-Bretagne,Ligne Assemblage Cabine,Cadre structure,OF-2025-002949,52,47,5,35.52,11,11,À l'heure,Défaut dimensionnel,Mineure,1832.09,Équipe Charlie,Matin,0.9749,70.11,2.37
2025-06-20,Casablanca,Ligne Composite,Plancher cabine,OF-2025-002117,48,46,2,57.97,10,13,En retard,Écart documentaire,Majeure,1102.6,Équipe Delta,Après-midi,0.9306,71.98,1.77
2025-06-20,Rochefort,Ligne A320,Porte avion,OF-2024-010626,49,46,3,65.72,8,8,À l'heure,Écart documentaire,Mineure,841.17,Équipe Delta,Après-midi,0.9353,69.52,2.34
2025-06-20,Montoir-de-Bretagne,Ligne A350,Sous-ensemble composite,OF-2024-000430,55,52,3,62.69,6,6,À l'heure,Défaut dimensionnel,Majeure,1336.86,Équipe Bravo,Matin,0.943,61.73,2.34
2025-06-20,Casablanca,Ligne A320,Plancher cabine,OF-2025-003341,74,73,1,45.48,7,7,À l'heure,Défaut assemblage,Majeure,719.02,Équipe Alpha,Nuit,0.9692,83.31,2.31
2025-06-20,Casablanca,Ligne Composite,Cadre structure,OF-2025-003877,72,65,7,51.56,6,6,À l'heure,Panne machine,Majeure,2492.34,Équipe Delta,Après-midi,0.8393,58.54,3.8
2025-06-20,Rochefort,Ligne A320,Cadre structure,OF-2024-000020,68,67,1,49.79,8,8,À l'heure,Défaut assemblage,Mineure,504.66,Équipe Bravo,Nuit,0.8986,66.75,3.01
2025-06-20,Casablanca,Ligne Composite,Plancher cabine,OF-2024-004354,63,63,0,50.37,6,7,En retard,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.8876,70.4,2.49
2025-06-20,Casablanca,Ligne A330,Panneau fuselage,OF-2024-011856,49,47,2,54.04,2,2,À l'heure,Défaut assemblage,Mineure,862.23,Équipe Charlie,Matin,0.8912,78.07,2.25
2025-06-20,Rochefort,Ligne A320,Plancher cabine,OF-2025-006891,55,52,3,47.94,3,2,À l'heure,Défaut dimensionnel,Mineure,700.46,Équipe Delta,Matin,0.8693,65.8,2.11
2025-06-21,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-007062,68,65,3,44.83,7,8,En retard,Retouche peinture,Mineure,1077.95,Équipe Delta,Matin,0.9855,74.21,2.28
2025-06-21,Casablanca,Ligne A320,Plancher cabine,OF-2024-005996,66,65,1,34.62,3,8,En retard,Défaut assemblage,Mineure,482.88,Équipe Alpha,Matin,0.995,73.36,2.29
2025-06-21,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2024-007046,55,52,3,52.49,5,5,À l'heure,Contrôle qualité bloquant,Majeure,1549.42,Équipe Alpha,Matin,0.9119,69.33,2.77
2025-06-21,Rochefort,Ligne A320,Plancher cabine,OF-2024-009558,63,61,2,47.38,4,4,À l'heure,Contrôle qualité bloquant,Majeure,983.42,Équipe Alpha,Matin,0.995,72.49,1.32
2025-06-21,Casablanca,Ligne A350,Cadre structure,OF-2025-007801,62,60,2,52.01,8,8,À l'heure,Retouche peinture,Mineure,986.41,Équipe Bravo,Matin,0.9507,63.08,3.2
2025-06-21,Rochefort,Ligne A320,Panneau fuselage,OF-2025-004117,51,49,2,40.32,5,5,À l'heure,Contrôle qualité bloquant,Majeure,1013.12,Équipe Alpha,Matin,0.9243,62.8,2.35
2025-06-21,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2025-005945,50,48,2,35.25,6,6,À l'heure,Retouche peinture,Mineure,577.02,Équipe Alpha,Matin,0.8773,62.22,2.72
2025-06-21,Casablanca,Ligne A320,Plancher cabine,OF-2025-005011,61,61,0,50.91,8,8,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Matin,0.8791,66.98,2.98
2025-06-21,Casablanca,Ligne Composite,Panneau fuselage,OF-2024-003540,65,61,4,48.03,5,5,À l'heure,Défaut dimensionnel,Majeure,1819.41,Équipe Bravo,Matin,0.9043,66.33,2.4
2025-06-21,Rochefort,Ligne A320,Cadre structure,OF-2024-008650,72,68,4,39.92,10,10,À l'heure,Retouche peinture,Mineure,1264.88,Équipe Bravo,Après-midi,0.9646,59.77,1.42
2025-06-21,Rochefort,Ligne A320,Cadre structure,OF-2025-011005,71,67,4,60.89,7,7,À l'heure,Défaut dimensionnel,Mineure,1568.06,Équipe Alpha,Nuit,0.9428,61.06,2.19
2025-06-21,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-002558,62,61,1,37.18,2,2,À l'heure,Retouche peinture,Critique,1300.19,Équipe Delta,Matin,0.8971,68.26,1.7
2025-06-21,Casablanca,Ligne A320,Porte avion,OF-2025-011221,63,57,6,68.03,9,10,En retard,Écart documentaire,Majeure,2553.83,Équipe Alpha,Nuit,0.9684,64.85,2.4
2025-06-21,Rochefort,Ligne A320,Sous-ensemble composite,OF-2025-006797,55,47,8,52.38,5,5,À l'heure,Défaut assemblage,Mineure,2986.37,Équipe Alpha,Nuit,0.836,69.11,3.25
2025-06-21,Montoir-de-Bretagne,Ligne A350,Sous-ensemble composite,OF-2025-010741,53,48,5,57.32,8,14,En retard,Écart documentaire,Mineure,1920.91,Équipe Bravo,Après-midi,0.8858,56.47,2.84
2025-06-21,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-010099,62,59,3,46.13,2,2,À l'heure,Contrôle qualité bloquant,Critique,2286.3,Équipe Charlie,Matin,0.8557,71.67,2.0
2025-06-21,Rochefort,Ligne Composite,Panneau fuselage,OF-2024-005628,61,51,10,65.19,5,4,À l'heure,Écart documentaire,Mineure,2676.89,Équipe Charlie,Après-midi,0.8846,60.96,1.53
2025-06-21,Casablanca,Ligne A320,Porte avion,OF-2024-001358,86,81,5,58.11,3,6,En retard,Contrôle qualité bloquant,Critique,2688.89,Équipe Delta,Nuit,0.995,57.4,1.94
2025-06-21,Rochefort,Ligne A330,Cadre structure,OF-2024-007174,72,71,1,57.26,8,13,En retard,Défaut assemblage,Mineure,526.74,Équipe Bravo,Nuit,0.8722,65.32,2.66
2025-06-21,Casablanca,Ligne A320,Plancher cabine,OF-2025-001491,75,71,4,29.91,9,9,À l'heure,Panne machine,Majeure,1952.6,Équipe Alpha,Matin,0.8386,53.26,3.57
2025-06-22,Rochefort,Ligne Assemblage Cabine,Plancher cabine,OF-2025-005509,50,50,0,35.13,7,7,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Matin,0.8222,83.18,2.13
2025-06-22,Rochefort,Ligne Composite,Panneau fuselage,OF-2024-006296,53,51,2,76.83,8,14,En retard,Défaut dimensionnel,Critique,1305.33,Équipe Bravo,Matin,0.7713,,1.65
2025-06-22,Casablanca,Ligne A350,Cadre structure,OF-2024-008478,68,66,2,47.04,4,4,À l'heure,Panne machine,Majeure,1115.1,Équipe Delta,Après-midi,0.8178,64.35,3.02
2025-06-22,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-006052,59,58,1,75.01,2,8,En retard,Panne machine,Majeure,734.85,Équipe Charlie,Après-midi,0.7741,66.84,3.24
2025-06-22,Montoir-de-Bretagne,Ligne Composite,Sous-ensemble composite,OF-2024-004180,63,57,6,61.56,10,10,À l'heure,Retouche peinture,Mineure,1948.68,Équipe Charlie,Nuit,0.9921,68.8,2.44
2025-06-22,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2025-005457,58,53,5,54.03,7,7,À l'heure,Défaut assemblage,Majeure,2085.61,Équipe Bravo,Nuit,0.908,72.42,3.55
2025-06-22,Casablanca,Ligne A330,Sous-ensemble composite,OF-2025-009171,47,45,2,62.4,3,3,À l'heure,Non-conformité matière,Majeure,1046.23,Équipe Charlie,Nuit,0.8824,64.11,2.58
2025-06-22,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-011659,60,56,4,58.37,9,12,En retard,Panne machine,Majeure,1760.67,Équipe Bravo,Après-midi,0.7811,77.08,2.48
2025-06-22,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-002342,60,52,8,47.41,3,3,À l'heure,Défaut dimensionnel,Mineure,2114.98,Équipe Delta,Après-midi,0.8924,61.24,1.81
2025-06-22,Rochefort,Ligne Composite,Porte avion,OF-2024-004092,53,48,5,76.45,2,2,À l'heure,Défaut dimensionnel,Critique,2306.75,Équipe Alpha,Après-midi,0.9545,72.6,2.58
2025-06-22,Casablanca,Ligne A320,Porte avion,OF-2025-009139,47,46,1,69.25,11,12,En retard,Défaut dimensionnel,Critique,1150.53,Équipe Alpha,Matin,0.9599,54.6,3.01
2025-06-22,Rochefort,Ligne A350,Sous-ensemble composite,OF-2025-011175,62,60,2,72.71,11,16,En retard,Contrôle qualité bloquant,Critique,1577.01,Équipe Delta,Nuit,0.8982,68.94,3.15
2025-06-22,Montoir-de-Bretagne,Ligne A320,Sous-ensemble composite,OF-2024-010888,80,74,6,29.39,11,11,À l'heure,Retouche peinture,Mineure,2309.61,Équipe Delta,Matin,0.9742,61.39,2.48
2025-06-22,Rochefort,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-002634,76,73,3,45.72,9,9,À l'heure,Non-conformité matière,Mineure,1138.6,Équipe Bravo,Matin,0.8646,79.13,2.13
2025-06-22,Rochefort,Ligne A330,Sous-ensemble composite,OF-2024-010710,62,59,3,50.4,8,8,À l'heure,Retouche peinture,Mineure,1176.96,Équipe Bravo,Après-midi,0.9487,59.93,2.57
2025-06-22,Montoir-de-Bretagne,Ligne Assemblage Cabine,Plancher cabine,OF-2024-009688,82,82,0,35.56,9,9,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Après-midi,0.9049,72.25,2.6
2025-06-22,Casablanca,Ligne A320,Panneau fuselage,OF-2024-004248,78,75,3,53.35,3,3,À l'heure,Défaut dimensionnel,Mineure,1099.27,Équipe Delta,Après-midi,0.9456,60.69,2.23
2025-06-23,Casablanca,Ligne A320,Cadre structure,OF-2024-000266,71,70,1,40.53,7,12,En retard,Retouche peinture,Mineure,526.97,Équipe Charlie,Après-midi,0.9188,63.42,3.04
2025-06-23,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-007241,69,67,2,63.49,5,5,À l'heure,Contrôle qualité bloquant,Majeure,1114.6,Équipe Delta,Nuit,0.9052,69.57,2.61
2025-06-23,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2024-009456,66,65,1,51.47,2,2,À l'heure,Retouche peinture,Mineure,424.74,Équipe Alpha,Matin,0.9065,62.11,1.72
2025-06-23,Casablanca,Ligne A330,Cadre structure,OF-2025-009419,65,59,6,44.22,10,16,En retard,Écart documentaire,Mineure,1641.12,Équipe Delta,Matin,0.9343,58.03,1.35
2025-06-23,Casablanca,Ligne Composite,Cadre structure,OF-2024-011722,68,65,3,56.0,6,10,En retard,Non-conformité matière,Mineure,1010.86,Équipe Delta,Matin,0.9276,68.76,1.93
2025-06-23,Casablanca,Ligne A330,Panneau fuselage,OF-2024-011764,75,74,1,50.07,5,5,À l'heure,Défaut assemblage,Mineure,472.37,Équipe Delta,Matin,0.9154,59.14,2.36
2025-06-23,Casablanca,Ligne A330,Panneau fuselage,OF-2024-003682,48,47,1,60.01,10,10,À l'heure,Retouche peinture,Mineure,453.51,Équipe Bravo,Matin,0.9612,82.66,2.4
2025-06-23,Rochefort,Ligne A330,Sous-ensemble composite,OF-2025-003571,53,51,2,55.51,8,13,En retard,Défaut assemblage,Mineure,575.38,Équipe Charlie,Après-midi,0.9289,72.01,1.43
2025-06-23,Casablanca,Ligne A330,Plancher cabine,OF-2024-006100,70,66,4,41.09,9,9,À l'heure,Écart documentaire,Mineure,1574.79,Équipe Charlie,Après-midi,0.9711,69.94,2.86
2025-06-23,Casablanca,Ligne A320,Plancher cabine,OF-2025-006033,50,49,1,47.79,5,11,En retard,Non-conformité matière,Majeure,848.89,Équipe Delta,Matin,0.9089,64.72,2.09
2025-06-23,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-008657,54,50,4,52.07,5,7,En retard,Panne machine,Majeure,2014.23,Équipe Bravo,Matin,0.8831,79.13,3.91
2025-06-23,Rochefort,Ligne A330,Cadre structure,OF-2024-000814,73,64,9,72.39,6,6,À l'heure,Retouche peinture,Majeure,2526.87,Équipe Alpha,Matin,0.9098,72.08,3.4
2025-06-23,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-010083,68,61,7,53.38,7,8,En retard,Retouche peinture,Critique,2837.06,Équipe Alpha,Nuit,0.9737,71.69,1.29
2025-06-23,Rochefort,Ligne A350,Porte avion,OF-2025-000617,54,49,5,67.6,6,11,En retard,Panne machine,Critique,2079.99,Équipe Bravo,Après-midi,0.8423,70.85,4.83
2025-06-23,Casablanca,Ligne A320,Panneau fuselage,OF-2025-001707,60,56,4,48.09,8,8,À l'heure,Écart documentaire,Majeure,1242.25,Équipe Bravo,Matin,0.946,72.31,2.63
2025-06-23,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-000888,48,47,1,55.74,11,10,À l'heure,Défaut dimensionnel,Critique,1267.87,Équipe Delta,Après-midi,0.9215,48.74,2.66
2025-06-23,Casablanca,Ligne A350,Panneau fuselage,OF-2025-003231,78,70,8,67.07,11,13,En retard,Panne machine,Critique,3563.62,Équipe Alpha,Matin,0.7599,66.28,3.1
2025-06-23,Rochefort,Ligne Assemblage Cabine,Plancher cabine,OF-2025-010587,49,46,3,42.96,6,11,En retard,Défaut assemblage,Majeure,1139.85,Équipe Delta,Matin,0.9505,70.97,2.37
2025-06-23,Casablanca,Ligne A330,Plancher cabine,OF-2024-002988,46,45,1,30.85,7,7,À l'heure,Défaut assemblage,Majeure,790.13,Équipe Delta,Après-midi,0.8731,62.9,2.37
2025-06-23,Casablanca,Ligne A320,Panneau fuselage,OF-2025-011255,70,67,3,46.13,9,8,À l'heure,Non-conformité matière,Mineure,1201.86,Équipe Alpha,Après-midi,0.995,69.57,2.05
2025-06-23,Casablanca,Ligne A330,Cadre structure,OF-2024-002018,62,58,4,49.75,10,13,En retard,Contrôle qualité bloquant,Critique,2485.99,Équipe Delta,Matin,0.8875,70.66,2.59
2025-06-23,Casablanca,Ligne Composite,Porte avion,OF-2024-008702,71,63,8,77.16,11,12,En retard,Écart documentaire,Critique,3314.95,Équipe Charlie,Matin,0.874,70.46,1.89
2025-06-23,Casablanca,Ligne Composite,Panneau fuselage,OF-2024-007922,67,67,0,54.88,5,9,En retard,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.995,70.62,1.53
2025-06-23,Casablanca,Ligne Composite,Cadre structure,OF-2025-007863,64,59,5,58.26,7,7,À l'heure,Contrôle qualité bloquant,Critique,2147.27,Équipe Alpha,Après-midi,0.8855,63.42,2.24
2025-06-23,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-007991,60,59,1,63.67,5,5,À l'heure,Non-conformité matière,Mineure,427.25,Équipe Alpha,Matin,0.9434,63.93,1.74
2025-06-24,Casablanca,Ligne A330,Cadre structure,OF-2025-008401,68,67,1,52.68,6,6,À l'heure,Retouche peinture,Mineure,480.94,Équipe Bravo,Matin,0.8668,74.02,2.05
2025-06-24,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2025-009135,69,63,6,36.59,10,9,À l'heure,Panne machine,Critique,3021.6,Équipe Alpha,Matin,0.7811,73.82,2.04
2025-06-24,Casablanca,Ligne A320,Panneau fuselage,OF-2024-000722,68,66,2,71.08,8,7,À l'heure,Défaut assemblage,Majeure,943.76,Équipe Bravo,Matin,0.9379,84.95,3.25
2025-06-24,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2025-003101,49,48,1,59.9,11,11,À l'heure,Défaut dimensionnel,Mineure,441.51,Équipe Charlie,Après-midi,0.9407,72.05,2.77
2025-06-24,Casablanca,Ligne A320,Cadre structure,OF-2025-005441,59,56,3,28.19,3,3,À l'heure,Défaut assemblage,Mineure,789.87,Équipe Charlie,Nuit,0.8901,60.66,2.24
2025-06-24,Rochefort,Ligne Composite,Sous-ensemble composite,OF-2024-001338,61,59,2,70.36,11,11,À l'heure,Retouche peinture,Mineure,649.41,Équipe Bravo,Après-midi,0.995,67.37,2.41
2025-06-24,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-009318,58,57,1,75.58,5,5,À l'heure,Défaut dimensionnel,Majeure,733.65,Équipe Alpha,Nuit,0.8736,71.9,2.63
2025-06-24,Montoir-de-Bretagne,Ligne A320,Cadre structure,OF-2025-010439,56,56,0,39.57,10,10,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Après-midi,0.8992,62.31,3.53
2025-06-24,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2025-010481,42,42,0,36.94,2,2,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Après-midi,0.8441,64.09,2.18
2025-06-24,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2024-004330,62,59,3,43.97,8,7,À l'heure,Défaut dimensionnel,Mineure,736.64,Équipe Bravo,Après-midi,0.8264,69.75,1.26
2025-06-24,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-003758,70,69,1,82.14,6,6,À l'heure,Retouche peinture,Majeure,751.12,Équipe Bravo,Matin,0.9285,72.57,2.18
2025-06-24,Casablanca,Ligne A350,Porte avion,OF-2024-006304,56,50,6,72.14,5,5,À l'heure,Non-conformité matière,Majeure,2158.98,Équipe Bravo,Après-midi,0.9733,74.84,2.15
2025-06-24,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2025-002275,49,47,2,64.26,7,7,À l'heure,Défaut assemblage,Majeure,1066.43,Équipe Charlie,Après-midi,0.9539,72.52,2.17
2025-06-25,Rochefort,Ligne A350,Panneau fuselage,OF-2025-010895,69,61,8,55.51,3,3,À l'heure,Écart documentaire,Critique,3609.02,Équipe Alpha,Matin,0.9683,60.11,2.7
2025-06-25,Casablanca,Ligne A330,Panneau fuselage,OF-2024-000576,69,64,5,62.22,7,7,À l'heure,Contrôle qualité bloquant,Critique,2749.85,Équipe Alpha,Après-midi,0.9112,61.9,2.14
2025-06-25,Rochefort,Ligne A320,Cadre structure,OF-2024-003536,64,61,3,39.5,8,8,À l'heure,Non-conformité matière,Mineure,1279.43,Équipe Bravo,Après-midi,0.9071,62.42,1.27
2025-06-25,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2024-010948,60,54,6,46.94,8,8,À l'heure,Défaut assemblage,Mineure,2342.36,Équipe Alpha,Matin,0.9047,56.9,2.06
2025-06-25,Casablanca,Ligne Composite,Panneau fuselage,OF-2024-010598,66,62,4,69.19,2,2,À l'heure,Défaut assemblage,Majeure,1704.92,Équipe Charlie,Après-midi,0.9045,,2.6
2025-06-25,Casablanca,Ligne A350,Panneau fuselage,OF-2024-001916,66,62,4,58.58,3,3,À l'heure,Retouche peinture,Mineure,1361.31,Équipe Bravo,Après-midi,0.9396,71.24,2.36
2025-06-25,Casablanca,Ligne A350,Cadre structure,OF-2024-005564,78,75,3,60.7,6,6,À l'heure,Retouche peinture,Mineure,813.32,Équipe Alpha,Après-midi,0.9042,69.96,2.2
2025-06-25,Montoir-de-Bretagne,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-001595,59,58,1,50.54,11,11,À l'heure,Retouche peinture,Critique,1253.11,Équipe Charlie,Après-midi,0.995,68.39,1.68
